Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3009756,historia de america prehispanica,estadistica,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",estadistica,libre eleccion
3007205,historia economica mundial,estadistica,libre eleccion
3007248,historia moderna,estadistica,libre eleccion
3009447,historia y filosofia de la tecnica,estadistica,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,estadistica,libre eleccion
3011083,humanidades ambientales i,estadistica,libre eleccion
3007071,ingenieria electroquimica,estadistica,libre eleccion
3008949,ingenieria metabolica,estadistica,libre eleccion
3008105,ingles intensivo b1,estadistica,libre eleccion
3008115,ingles intensivo b2,estadistica,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,estadistica,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",estadistica,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,estadistica,libre eleccion
3006989,introduccion a la electroquimica,estadistica,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,estadistica,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,estadistica,libre eleccion
3009359,introduccion a la ingenieria civil,estadistica,libre eleccion
3011110,introduccion al pensamiento estetico i,estadistica,libre eleccion
3011111,introduccion al pensamiento estetico ii,estadistica,libre eleccion
3009353,introduccion al programa de matematicas,estadistica,libre eleccion
3010596,la ingenieria del cuerpo humano,estadistica,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,estadistica,libre eleccion
3010341,latin y paleografia medieval,estadistica,libre eleccion
3011010,literatura e imagen: modos de hacer visible,estadistica,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,estadistica,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,estadistica,libre eleccion
3007561,maquinaria agricola,estadistica,libre eleccion
3006905,matematicas especiales,estadistica,libre eleccion
3011150,medicion del desarrollo,estadistica,libre eleccion
3010303,metrologia industrial,estadistica,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,estadistica,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,estadistica,libre eleccion
3007639,pasantia pregrado - insa 1,estadistica,libre eleccion
3007641,pasantia pregrado - insa 3,estadistica,libre eleccion
3006961,pasantia pregrado - paristech 1,estadistica,libre eleccion
3006750,pasantia pregrado - paristech 3,estadistica,libre eleccion
3011260,plan b: ingenieria para la vida,estadistica,libre eleccion
3011317,planificacion minera,estadistica,libre eleccion
3007627,portugues intensivo,estadistica,libre eleccion
3007585,practica academica especial 1,estadistica,libre eleccion
3006664,practica academica especial 10,estadistica,libre eleccion
3007621,practica academica especial 12,estadistica,libre eleccion
3007586,practica academica especial 2,estadistica,libre eleccion
3007587,practica academica especial 3,estadistica,libre eleccion
3007589,practica academica especial 4,estadistica,libre eleccion
3007598,practica academica especial 5,estadistica,libre eleccion
3009496,practica academica especial 6,estadistica,libre eleccion
3008650,practica academica especial 7,estadistica,libre eleccion
3006640,practica academica especial 8,estadistica,libre eleccion
3006641,practica academica especial 9,estadistica,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",estadistica,libre eleccion
3011207,practicas curatoriales,estadistica,libre eleccion
3006863,procesamiento ceramico,estadistica,libre eleccion
3006865,proteccion radiologica,estadistica,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,estadistica,libre eleccion
3010128,reproduccion asistida en animales domesticos,estadistica,libre eleccion
1000096-m,research seminar,estadistica,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,estadistica,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,estadistica,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",estadistica,libre eleccion
3010185,seminario de ecologia politica,estadistica,libre eleccion
3008607,sigueme 1,estadistica,libre eleccion
3008608,sigueme 2,estadistica,libre eleccion
3011315,sistema de produccion de codornices,estadistica,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,estadistica,libre eleccion
3006808,sistematica vegetal,estadistica,libre eleccion
3007582,soldadura,estadistica,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,estadistica,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",estadistica,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,estadistica,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,estadistica,libre eleccion
3011306,tecnologias y culturas digitales,estadistica,libre eleccion
3011137,agrogestion de la informacion,ingenieria biologica,libre eleccion
3006645,aleman a1: explora un mundo,ingenieria biologica,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",ingenieria biologica,libre eleccion
3010579,analisis de la genetica molecular,ingenieria biologica,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,ingenieria biologica,libre eleccion
3011139,arboles y arquitectura,ingenieria biologica,libre eleccion
3009211,"arte, ideologia y poder",ingenieria biologica,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,ingenieria biologica,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,ingenieria biologica,libre eleccion
3010546,biologia de las celulas madre,ingenieria biologica,elegibles
3009275,bioprocesos agroindustriales,ingenieria biologica,libre eleccion
1000042-b,bioquimica basica,ingenieria biologica,libre eleccion
3008203,biotecnologia agropecuaria,ingenieria biologica,libre eleccion
3008131,biotecnologia molecular,ingenieria biologica,elegibles
3007010,biotecnologia vegetal,ingenieria biologica,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ingenieria biologica,libre eleccion
3009646,carbohidratos en alimentos,ingenieria biologica,elegibles
3011200,catedra africanias y sus diasporas en las americas,ingenieria biologica,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ingenieria biologica,libre eleccion
3007373,catedra antioquia,ingenieria biologica,libre eleccion
3009509,catedra apun-50 anos,ingenieria biologica,libre eleccion
3011144,catedra ciudad y ciudadanias,ingenieria biologica,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ingenieria biologica,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ingenieria biologica,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ingenieria biologica,libre eleccion
3007786,catedra en ingenieria electrica,ingenieria biologica,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ingenieria biologica,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ingenieria biologica,libre eleccion
1965-2025,catedra: historia intensa de medellin,ingenieria biologica,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ingenieria biologica,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ingenieria biologica,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ingenieria biologica,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ingenieria biologica,libre eleccion
1000158-m,catedra nacional ambiental,ingenieria biologica,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ingenieria biologica,libre eleccion
1000160-m,catedra nacional de prompt engineering,ingenieria biologica,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ingenieria biologica,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ingenieria biologica,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ingenieria biologica,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ingenieria biologica,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ingenieria biologica,libre eleccion
3010712,catedra sobre la felicidad,ingenieria biologica,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ingenieria biologica,libre eleccion
3006819,citogenetica,ingenieria biologica,libre eleccion
3007527,ciudad y ambiente,ingenieria biologica,libre eleccion
3010929,computacion cuantica,ingenieria biologica,libre eleccion
3007075,conservacion y manejo de vida silvestre,ingenieria biologica,libre eleccion
3011231,construccion social para la practica del habitar,ingenieria biologica,libre eleccion
3007014,control biologico de plagas,ingenieria biologica,libre eleccion
3010020,control total de la calidad en la industria de los alimentos,ingenieria biologica,elegibles
3011293,"crecimiento economico, energia y crisis medio ambiental",ingenieria biologica,libre eleccion
3007016,cultivo de plantas ornamentales,ingenieria biologica,libre eleccion
3008124,cultivos celulares,ingenieria biologica,elegibles
3010999,"curar, editar y publicar",ingenieria biologica,libre eleccion
3010760,de la secundaria a la universidad,ingenieria biologica,libre eleccion
3009433,de la universidad a la organizacion,ingenieria biologica,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ingenieria biologica,libre eleccion
3008693,deporte formativo,ingenieria biologica,libre eleccion
3010555,derecho urbanistico,ingenieria biologica,libre eleccion
3011278,diagnostico fitopatologico,ingenieria biologica,elegibles
3009931,economia ecologica,ingenieria biologica,libre eleccion
3011146,economia y marketing,ingenieria biologica,libre eleccion
3006631,ecosistema urbano critico,ingenieria biologica,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ingenieria biologica,libre eleccion
3010837,el proceso de produccion desde la formacion social,ingenieria biologica,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ingenieria biologica,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ingenieria biologica,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ingenieria biologica,libre eleccion
3009510,estimacion de parametros geneticos,ingenieria biologica,libre eleccion
3007548,etica y voluntariado universitario y social,ingenieria biologica,libre eleccion
3010177,fascismo y modernidad,ingenieria biologica,libre eleccion
3007034,fitomejoramiento,ingenieria biologica,libre eleccion
3010333,fitoquimica,ingenieria biologica,libre eleccion
3011002,fotografia de arquitectura,ingenieria biologica,libre eleccion
3008056,frances a1: explora un mundo,ingenieria biologica,libre eleccion
3008207,frances a2: explora un mundo,ingenieria biologica,libre eleccion
3007036,fruticultura,ingenieria biologica,libre eleccion
3011149,fundamentos de palinologia,ingenieria biologica,libre eleccion
3011041,fundamentos de programacion para ciencias biologicas,ingenieria biologica,elegibles
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria biologica,libre eleccion
3009602,geografia historica y cultura material,ingenieria biologica,libre eleccion
3006745,habitat i,ingenieria biologica,libre eleccion
3007643,herramientas para emprender,ingenieria biologica,libre eleccion
3007235,historia antigua,ingenieria biologica,libre eleccion
3007237,historia de america ii,ingenieria biologica,libre eleccion
